Candidate Id,Location,Current Annual Salary,Current Salary Currency ,Current Salary Type,Expected Annual Salary,Expected Salary Currency,Total Experience in years,Current Industry,Current Fuction,Relocation Cities ,Notice Period in days,Current Job Title,Data Source
A8556,Hyderabad,25,INR,ANNUAL,25,INR,14.17,"Financial | Banking, IT | Information Technology and Services","Consulting, Analytics, Business Intelligence, Strategy, Planning",,90,Manager Consulting,INTERNAL DATABASE
A11773,Bangalore,15,INR,ANNUAL,15,INR,2.7,IT | Computer Software,IT Software,,30,Technology Analyst 2,INDEED.COM
A11827,Bengaluru,12,,ANNUAL,12,INR,6,"ITSoftware,Software Services",,,,Senior Software Engineer,INDEED.COM
A13066,Hyderabad,,,ANNUAL,,INR,2.08,IT | Computer Software,IT Software,,,Trainee,MONSTER
A13926,Bangalore,3,,ANNUAL,5,INR,4,IT | Information Technology and Services,IT Software,,30,Front end developer,MONSTERDB
A9671,Gurgaon,11,INR,ANNUAL,11,INR,4.5,IT | Information Technology and Services#Professional Services | Management Consulting#IT | Information Services,"Analytics, Business Intelligence#Consulting#Supply Chain, Logistics",,60,Lead Analyst,INTERNAL DATABASE
A13770,Aurangabad,1.8,,ANNUAL,3,INR,2,Manufacturing | Machinery#Manufacturing | Mechanical or Industrial Engineering#Manufacturing | Production,"Business Development#Design, Creative, User Experience#Engineering",,0,Junior engineer R and D,LINKEDIN
A11231,Mumbai,8,INR,ANNUAL,8,INR,2,"Medicine | Hospital & Health Care#Medicine | Medical Practice#Entertainment, Media | Photography","Administrative#Quality Assurance#Strategy, Planning",,15,Administrative Intern,INTERNAL DATABASE
A7608,Hyderabad,7,INR,ANNUAL,7,INR,7.47,"testing, Medicine | Hospital & Health Care, IT | Computer Software","Testing, IT Software",,30,Tead Lead,INTERNAL DATABASE
A11809,Chennai,7,INR,ANNUAL,7,INR,2.5,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,"Design, Creative, User Experience#Financial Services, Banking, Investments, Insurance - specific#IT Software",,90,Software Engineer,INDEED.COM
A10016,Chandigarh,7.5,INR,ANNUAL,7.5,INR,3,IT | Computer Software#IT | Information Technology and Services#Medicine | Hospital & Health Care,"Analytics, Business Intelligence#Health Care Provider - specific#IT Software",,60,Senior System Engineer,INTERNAL DATABASE
A11452,,2.1,,ANNUAL,2.1,INR,1.33,"Oil and Gas,Power,Infrastructure,Energy",Other,,,Junior Engineer,INDEED.COM
A9699,Delhi,12,INR,ANNUAL,12,INR,5,Medicine | Pharmaceuticals,"Analytics, Business Intelligence",,30,Sr Associate,INTERNAL DATABASE
A9384,Delhi,22,INR,ANNUAL,22,INR,12,Education | Higher Education#Energy and Utilities | Telecommunications#IT | Information Technology and Services,IT Software#Program Management#Project Management,,90,Project manager,INTERNAL DATABASE
A8738,Bengaluru,30,INR,ANNUAL,30,INR,6.06,Consumer | Food & Beverages#Leisure | Restaurants#IT | Information Services,"Management#Self Employed, Entrepreneur, Independent Consultant#Strategy, Planning",,15,CoFounder CEO,INTERNAL DATABASE
A8252,"Hyderabad, Secunderabad",,,ANNUAL,,INR,13.21,Others,IT Software  Software Products & Services,"Hyderabad, Secunderabad",,Sr. Designer,TIMES JOBS
A11558,Bengaluru,2.6,,ANNUAL,2.6,INR,2,"ITSoftware,Software Services",,,,Java Developer,INDEED.COM
A9807,Mumbai,2.5,INR,ANNUAL,2.5,INR,15,Financial | Financial Services#Financial | Banking#IT | Information Technology and Services,"Financial Services, Banking, Investments, Insurance - specific#IT Software#Design, Creative, User Experience",,60,Head Technology Projects,INTERNAL DATABASE
A11255,Bengaluru,35,INR,ANNUAL,35,INR,12,IT | Computer Software,IT Software#Engineering,,30,"Lead Engineer,Senior Software Engineer,Product Developer,...more",INTERNAL DATABASE
A7498,Bangalore,8.5,INR,ANNUAL,8.5,INR,4.49,IT | Computer Software,IT Software,,30,Quality Engineer,LINKEDIN
A11647,Bangalore,14,INR,ANNUAL,14,INR,2.7,Medicine | Pharmaceuticals,IT Software,,90,Senior IT Analyst,INDEED.COM
A8745,Jaipur,7,INR,ANNUAL,7,INR,11.06,"Agriculture, Dairy | Farming#Agriculture, Dairy | Agriculture#Consumer | Wine and Spirits",Business Development#Distribution#General Business,,15,TELECOM,INTERNAL DATABASE
A8684,Bengaluru/Bangalore,5,INR,ANNUAL,5,INR,5.12,"Customer service, IT | Information Technology and Services","Customer Service, BPO",,10,Technical Service Representative,RECOMMENDED
A10963,NCR,6.25,,ANNUAL,6.25,INR,2.5,"ITSoftware,Software Services",,,,Software Engineer,INDEED.COM
A11031,Bengaluru,3.6,,ANNUAL,3.6,INR,3.17,"ITSoftware,Software Services",,,,Software Engineer,INDEED.COM
A7964,Hyderabad,6.2,,ANNUAL,6.2,INR,5.33,"Financial , Banking","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,"Software Engineer, Programmer",MONSTERDB
A10870,Hyderabad,10,INR,ANNUAL,10,INR,4.5,IT | Information Technology and Services,IT Software,,60,Programmer,MONSTER
A13117,Hyderabad,,,ANNUAL,,INR,3.02,"Financial | Banking,IT | Information Technology and Services","Customer Service, BPO,Customer Service, BPO,Customer Service, BPO,Sales",,,Customer Service Executive (Voice),MONSTERDB
A13557,New Delhi,13,,ANNUAL,18,INR,12,"Entertainment, Media | Creative & Design#Entertainment, Media | Graphic Design","Design, Creative, User Experience#Project Design#IT Software",,30,Group Head Creative,INDEED
A12420,Bangalore,8,INR,ANNUAL,8,INR,3.5,IT | Computer Software#IT | Information Technology and Services,IT Software,,30,Associate - Projects,LINKEDIN
A9319,Thane,25,INR,ANNUAL,25,INR,10,"Ads, PR, Events | Marketing and Advertising","Advertising#Marketing#Strategy, Planning",,90,BUSINESS DIRECTOR,INTERNAL DATABASE
A9744,Hyderabad,5.4,,ANNUAL,5.4,INR,4.04,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A7855,Hyderabad,4.8,,ANNUAL,4.8,INR,6.28,"IT , Computer Software,Other","IT Software,Other",,,"Software Engineer, Programmer",MONSTERDB
A11949,Mumbai,,,ANNUAL,,INR,7.06,"IT | Computer Software,IT | Information Services","Customer Service, BPO,Customer Service, BPO,Customer Service, BPO,IT Software",,,Technical Support Engineer,MONSTERDB
A12791,Pune,,,ANNUAL,3.55,INR,1.67,"ITSoftware,Software Services",IT Software,,,Project Engineer,INDEED.COM
A9082,New Delhi,40,INR,ANNUAL,40,INR,20,IT | Information Technology and Services#Manufacturing | Mechanical or Industrial Engineering#Education | Education Management,"Legal, Regulatory#Finance, Accounts#Administrative",,90,"Manager-Finance ( Member of India Leadership Team),Manager-Finance & Accounts,Team Leader-AP,...more",INTERNAL DATABASE
A11279,Pune,,,ANNUAL,,INR,2.05,IT | Internet,Marketing,,,Social Media Executive,MONSTERDB
A7622,Mumbai,15,INR,ANNUAL,15,INR,7.46,Financial | Financial Services#IT | Outsourcing/Offshoring#IT | Information Technology and Services,"Consulting#Customer Service, BPO#Sales",,90,Senior Consultant,INTERNAL DATABASE
A9433,Gurgaon,21,INR,ANNUAL,21,INR,14,IT | Information Technology and Services#IT | Outsourcing/Offshoring,IT Software#Project Management#Quality Assurance,,15,Senior Project Manager,INTERNAL DATABASE
A13494,Indore,,,ANNUAL,,,,Manufacturing | Mechanical or Industrial Engineering,,,,Design Engineer,LINKEDIN
A11518,Bengaluru,2.05,,ANNUAL,2.05,INR,1.58,"ITSoftware,Software Services",,,,Trainee Software Engineer,INDEED.COM
A9675,Warangal,,,ANNUAL,,,,IT | Computer Software,,,,,LINKEDIN
A12016,Chennai,14,,ANNUAL,14,INR,9.06,IT | Computer Software,"IT Software,Health Care Provider  specific",,,Team Leader,MONSTERDB
A10893,Noida,17,INR,ANNUAL,17,INR,4.5,Professional Services | Market Research#Professional Services | Research,"Marketing#Research#Telecom, ISP",,30,Deputy Manager Market Insight,INTERNAL DATABASE
A8241,"Hyderabad, Secunderabad",7.2,,ANNUAL,7.2,INR,6.21,"Software Services, Internet,Dot com,ISP, IT-Hardware,Networking, Telecom",IT Software  Software Products & Services,"Hyderabad, Secunderabad,Kolkata,Chandigarh",,Designer,TIMES JOBS
A13642,NCR,,,ANNUAL,,,8,"ITSoftware,Software Services",,,,Sr. Web Designer,INDEED.COM
A9913,Gurgaon,10,INR,ANNUAL,10,INR,6.5,IT | Computer Software#IT | Outsourcing/Offshoring,"Analytics, Business Intelligence#IT Software",,15,Senior Business Analyst,INTERNAL DATABASE
A9014,Mumbai,6,INR,ANNUAL,6,INR,16,IT | Computer Hardware#IT | Computer & Network Security#IT | Computer Software,Administrative#IT Hardware#IT Software,,30,Admin Head,INTERNAL DATABASE
A8153,Hyderabad,9,INR,ANNUAL,9,INR,6.25,IT | Computer Software,IT Software,,10,Front end web developer,INDEED
A7604,Mumbai,25,INR,ANNUAL,25,INR,10.47,"Education | Education Management, Education | Professional Training & Coaching, ITES and BFSI","Training, Talent Management, Change Management",,30,Sr. Manager HR,INTERNAL DATABASE
A8272,"Hyderabad, Secunderabad",9.08,,ANNUAL,9.08,INR,12.21,"Entertainment,Media, Software Services, Advertising,PR,Event Management, Telecom",IT Software  Software Products & Services,"Anywhere in India,Hyderabad, Secunderabad",,Ui Designer,TIMES JOBS
A13233,Hyderabad,,,ANNUAL,,INR,4.04,"Professional Services | Management Consulting,IT | Computer Software","Marketing,Human Resources, Recruitment",,,Trainee,MONSTERDB
A10481,Hyderabad,5.2,INR,ANNUAL,5.2,INR,5,"Energy and Utilities | Solar / Solectric Solutions#Energy and Utilities | Power#Construction | Engineering, Procurement, Construction",Engineering#Electrical Solutions Design / Consulting#Manufacturing,,30,Project engineer,INTERNAL DATABASE
A9715,Noida,5,INR,ANNUAL,5,INR,3.5,IT | Outsourcing/Offshoring#Professional Services | Human Resources#Professional Services | Research,"Analytics, Business Intelligence#Research#IT Software",,15,System Configuration Specialist,INTERNAL DATABASE
A8693,Bengaluru/Bangalore,7,INR,ANNUAL,7,INR,4.62,"Financial | Banking, Leisure | Hospitality",IT Software,,30,System Admin Consultant,RECOMMENDED
A9002,Hubli,7,INR,ANNUAL,7,INR,10,"Agriculture, Dairy | Fertilizer Pesticides",Sales#Business Development,,15,Senior Sales Executive,INTERNAL DATABASE
A11894,Delhi,,,ANNUAL,,INR,10,"IT | Computer Software,Energy and Utilities | Telecommunications","IT Software,Telecom, ISP",,,Team Leader,MONSTERDB
A8702,Hyderabad,7,INR,ANNUAL,7,INR,4.11,IT | Computer Software,IT Software,,30,software design engineer,INDEED.COM
A11463,Hyderabad,7,,ANNUAL,11,INR,4.8,IT | Computer Software,"IT Software#IT Hardware#Financial Services, Banking, Investments, Insurance - specific",,30,Consultant,INDEED.COM
A10850,Bengaluru,6.5,,ANNUAL,6.5,INR,5.58,"ITSoftware,Software Services",,,,Senior Software Engineer,INDEED.COM
A11858,Mumbai,,,ANNUAL,,INR,8,IT | Computer Software,IT Software,,,Team Leader,MONSTER
A9335,Pune,90,INR,ANNUAL,90,INR,10,IT | Computer Software#IT | Information Technology and Services,"Human Resources, Recruitment",,15,Resource Manager,INTERNAL DATABASE
A8634,Thane,20,INR,ANNUAL,20,INR,6.76,"Consumer | Consumer Goods, Manufacturing | Mechanical or Industrial Engineering, Construction | Engineering, Procurement, Construction","Strategy, Planning, Top Management Support, Sales",,10,Executive Assistant to Managing Director,INDEED.COM
A7723,Bengaluru/Bangalore,38,INR,ANNUAL,38,INR,15.32,"IT | Information Technology and Services, Public Sector | International Trade and Development, Agriculture, Dairy | Farming","Financial Services, Banking, Investments, Insurance - specific, Business Development, Analytics, Business Intelligence",,45,Vice President -India Head,INTERNAL DATABASE
A11941,Pune,13.5,,ANNUAL,13.5,INR,9.08,"Financial | Insurance,IT | Computer Software","IT Software,Financial Services, Banking, Investments, Insurance  specific",,,Business Analyst,MONSTERDB
A12064,Bengaluru,,,ANNUAL,,INR,2,"ITSoftware,Software Services",IT Software,,,,INDEED.COM
A9271,Delhi,9,INR,ANNUAL,9,INR,12,"Ads, PR, Events | Marketing and Advertising#Ads, PR, Events | Public Relations and Communications","Advertising#Strategy, Planning#Telecom, ISP",,15,Senior Manager,INTERNAL DATABASE
A8805,Hyderabad,4,INR,ANNUAL,4,INR,2.04,IT | Computer Hardware#IT | Computer Software#IT | Information Technology and Services,"Design, Creative, User Experience#Analytics, Business Intelligence#Project Management",,15,UI Developer,LINKEDIN
A7860,Hyderabad,5.45,,ANNUAL,5.45,INR,5.29,"IT , Information Technology and Services,IT , Computer Software","IT Software,Marketing",,,Technical Support Engineer,MONSTERDB
A12160,Mumbai,,,ANNUAL,,,,IT | Computer Software,,,,Software Engineer,LINKEDIN
A11684,Bengaluru,3,,ANNUAL,3,INR,2.25,"ITSoftware,Software Services",,,,Associate Software Engineer,INDEED.COM
A9603,Guntur,2.5,INR,ANNUAL,2.5,INR,2,Financial | Financial Services,"Finance, Accounts#Financial Services, Banking, Investments, Insurance - specific#Customer Service, BPO",,30,Credit process associate,INTERNAL DATABASE
A7624,Pune,9,INR,ANNUAL,9,INR,3.95,IT | Computer Software,Quality Assurance,,60,Senior Member Technical,INTERNAL DATABASE
A7658,Chennai,10,INR,ANNUAL,10,INR,8.38,"Energy and Utilities | Power, IT | Outsourcing/Offshoring, IT | Information Technology and Services","Research, Pre-sales / Technical Sales",,60,Senior Executive Pre Sales,INTERNAL DATABASE
A7872,Hyderabad,13.7,,ANNUAL,13.7,INR,7.34,"Financial , Banking,IT , Computer Software","IT Software,Financial Services, Banking, Investments, Insurance - specific",,,,MONSTERDB
A13418,Gurgaon,25,,ANNUAL,35,INR,9,"IT | Information Technology and Services#Professional Services | Management Consulting#Entertainment, Media | Creative & Design","Design, Creative, User Experience#Project Management#Project Design",,60,Sr UX and UI Product designer,INDEED
A13747,Hyderabad,,,ANNUAL,,,,IT | Information Technology and Services,,,,Software Engineer,LINKEDIN
A10750,Pune,8.4,INR,ANNUAL,8.4,INR,10.5,"Construction | Civil Engineering#Construction | Construction#Construction | Engineering, Procurement, Construction",Real Estate - specific#Quality Assurance#Project Management,,15,Resume for Project Manager,INTERNAL DATABASE
A12118,Bengaluru,3.5,,ANNUAL,3.5,INR,2.25,Retail,,,,Software Engineer,INDEED.COM
A9105,Mumbai,11,INR,ANNUAL,11,INR,12.6,"Construction | Engineering, Procurement, Construction#Professional Services | Staffing and Recruiting#Transport | Logistics and Supply Chain","Human Resources, Recruitment#Management#Administrative",,30,Recruitment Manager,INTERNAL DATABASE
A10326,Hyderabad,19,INR,ANNUAL,19,INR,7.5,Consumer | Retail#IT | Information Technology and Services,Consulting#IT Software#Pre-sales / Technical Sales,,60,SFDC Business Analyst,INTERNAL DATABASE
A9155,Mumbai,34,INR,ANNUAL,34,INR,18,IT | Information Technology and Services#Medicine | Pharmaceuticals#Professional Services | Management Consulting,"Sales#Strategy, Planning#Marketing",,30,"Senior Manager Sales & BD,Master Product Owner,Business Unit Head,...more",INTERNAL DATABASE
A7711,Bengaluru/Bangalore,15,INR,ANNUAL,15,INR,10.84,IT | Information Technology and Services,"Business analysis, Stakeholder Management, Product Management",,10,Business Analyst  Business Operations Analyst,INTERNAL DATABASE
A9265,Shimla,12,INR,ANNUAL,12,INR,6.5,Education | Higher Education#IT | Information Technology and Services#Professional Services | Management Consulting,Consulting#Project Management#Pre-sales / Technical Sales,,60,Consultant,INTERNAL DATABASE
A10356,pune,6.5,INR,ANNUAL,6.5,INR,2,IT | Information Technology and Services#Professional Services | Market Research#IT | Internet,"Writing, Editing, Content#Research#Analytics, Business Intelligence",,60,Market Research Associate,INTERNAL DATABASE
A13660,NCR,,,ANNUAL,7.6,INR,10,Other,,,,Team Leader Operations,INDEED.COM
A9926,Margao,11,INR,ANNUAL,11,INR,4.5,Financial | Capital Markets#IT | Information Technology and Services#Financial | Investment Banking,"IT Software#Financial Services, Banking, Investments, Insurance - specific#Strategy, Planning",,15,Relationship Manager,INTERNAL DATABASE
A13869,Hyderabad,,,ANNUAL,,INR,2,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A14186,Mumbai,7,INR,ANNUAL,9,INR,9,IT | Computer Software#IT | Information Services#IT | Information Technology and Services,"Design, Creative, User Experience#IT Software#Other",,60,Web Developer,INDEED.COM
A14228,bangalore,1.5,INR,ANNUAL,4,INR,2.4,IT | Computer Software,IT Software,,0,UI Developer,MONSTERDB
A7632,Pune,12,INR,ANNUAL,12,INR,8.94,"Energy and Utilities | Renewables & Environment, Education | Primary/Secondary Education","Analytics, Business Intelligence",,30,Faculty for economics and renewable energy,INTERNAL DATABASE
A13299,Hyderabad,,,ANNUAL,,INR,1.09,IT | Computer Software,IT Software,,,Software Engineer,MONSTER
A13132,Hyderabad,,,ANNUAL,,INR,3,Energy and Utilities | Telecommunications,"Telecom, ISP",,,Telecom Engineer,MONSTERDB
A12946,Mumbai,,,ANNUAL,4,INR,0,Other,Engineering#IT Software,,0,Software Developer,DIRECT
A8638,Delhi,5.5,INR,ANNUAL,5.5,INR,6.46,IT | Information Technology and Services#Professional Services | Management Consulting#Financial | Business and financial operations,"Analytics, Business Intelligence#Consulting#Business Development",,60,Partner Support Manager,INTERNAL DATABASE
A9396,Gurgaon,16,INR,ANNUAL,16,INR,12.7,IT | Information Technology and Services,"Program Management#Project Management#Telecom, ISP",,30,Manager,INTERNAL DATABASE
A12598,Pune,,,ANNUAL,3.05,INR,2,"ITSoftware,Software Services",IT Software,,,Software Engineer,INDEED.COM
A7751,"Hyderabad Area, India",,,ANNUAL,,INR,,"IT , Information Technology and Services",,,,Freelance Developer,LINKEDIN
A10659,Delhi,7.2,INR,ANNUAL,7.2,INR,9,"Construction | Engineering, Procurement, Construction#Construction | Construction#Energy and Utilities | Oil & Energy",Project Management#Engineering#Distribution,,15,Electrical Engineer Project at Triune Energy India Pvt.Ltd.,INTERNAL DATABASE
A7871,Hyderabad,4.5,,ANNUAL,4.5,INR,4.28,"IT , Computer Software,Manufacturing , Semiconductors","IT Software,Other",,,,MONSTERDB
A9241,Mumbai,10,INR,ANNUAL,10,INR,9.6,IT | Information Services#IT | Information Technology and Services#IT | Outsourcing/Offshoring,"Consulting#IT Software#Human Resources, Recruitment",,60,Manager  Client Services,INTERNAL DATABASE
A14020,Hyderabad,4.5,INR,ANNUAL,7.5,INR,2.6,IT | Computer Software,IT Software#Engineering,,30,Software Engineer in java With UI and Angularjs,MONSTER
